,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30
otu_1010,4.713570291569167e-05,0.00013874854133527715,0.0002318801225390794,0.00046339216240446566,0.0008837520588915271,0.0004898649727535406,0.00012104100994469314,0.00022961977590790254,0.00044719003721922936,0.0001013565142310258,0.00010907026228424118,0.00033167081816312026,8.830438605872001e-05,0.0001358457420267057,0.0002994078830456156,3.0951402598910206e-05,7.465076800806106e-05,8.695043489899464e-05,2.2048035024468253e-05,0.0009417744569315781,9.145239337248087e-05,0.0010391657241263029,0.0001984865862967425,0.00016583000743326565,0.000613227061040827,0.00011896161535842168,7.628926011644631e-05,6.814634497840879e-05,7.39787688427943e-05,0.0005576813982646554
otu_1011,6.30532181656888e-05,7.02052448373792e-05,4.6329953894205354e-05,8.67180817262028e-05,0.0004931977708874206,9.915013397289625e-05,3.7259435657634524e-05,4.977075203552336e-05,0.0002719464430461784,0.0005953114597986297,4.605825002982601e-05,0.00036337859878428385,0.00021010122299256118,0.00047510463036806754,4.0158840119360666e-05,0.00016768882357754664,0.0018083711445709687,0.00039626241126594825,0.00012204026017465308,0.00012296767408234846,0.00033517500547889485,9.945909657291927e-05,0.00019396875239800006,0.00012818865209499912,8.428730186326525e-05,0.0003279422805405627,0.0008819580597378517,6.255471007620672e-05,0.00015722701666774015,4.5226088444902115e-05
otu_1012,0.001146367531519882,6.664143758687938e-05,0.00021501571385303478,0.00028523013378049214,6.338233850641976e-05,0.00040191403975404463,0.0007566110803072242,3.731441523514155e-05,0.001908172580299241,3.649366647099517e-05,0.00014802413621241357,0.00012285264430407638,0.00014788495159375254,0.0016927490640171404,0.00012350551604497787,7.060304343557494e-05,0.00031412481989791664,0.0002143870124106248,4.8362915055780133e-05,3.471721022164506e-05,0.00017945568722204223,0.0003936964555007077,0.00011159790273117648,9.26735190206554e-05,0.00016077464654078142,6.112945431253376e-05,0.0007213502952264509,0.0001299465838290461,0.00021540787227052624,0.00017363328377878172
otu_1013,0.00010635388470082432,0.0001523151203824215,4.2506994898101494e-05,0.00013254135748607532,0.00011362129094448946,0.00010393521360061312,6.224219572292344e-05,2.76502959170355e-05,8.574415992657515e-05,6.277724261180762e-05,3.3983934222425714e-05,1.9170622377902587e-05,0.00014223282343643962,0.0001653390782928102,0.00012134377419483726,0.00032260938104491043,0.0002878625313438598,0.0002523131873826471,0.0003034006095471438,0.00012424836494260034,9.762470466553943e-05,0.00014604488854849554,0.00043679200139968606,0.00011796149536389974,0.00012949921718385485,1.860171990902301e-05,0.00020218050432009452,7.234139057478977e-05,5.7534295365179514e-05,0.0002936403329011722
otu_1014,0.0002829329475462305,1.3454613688449855e-05,8.402991312871193e-05,0.00011187512157718522,0.0006493639048475383,4.545309852690031e-05,0.00045725189830866616,1.8969307062346657e-05,4.7301569436520994e-05,0.00022732927042378175,0.0025984384418436487,9.767448131945607e-05,0.00016609246258700782,0.0005888481658388624,3.328492629604644e-05,0.00010367599174919033,0.0002908503770658735,0.0003507205134922282,0.00012910254581945113,0.0002950891025545256,0.0004954630171400761,3.162904170253858e-05,6.293546260611674e-05,0.00013167729675154076,9.675695205693082e-05,0.00015458127984650073,0.00012914299703399115,0.0005705793751571471,0.00028420231311477846,0.0003473455276157063
otu_1015,0.00049551129529362,7.653862568230771e-05,0.00011734258775668631,0.00015771311898075637,0.00028397240878735917,0.0001753483448690038,0.00064855055410044,7.636454852840854e-05,6.777573991674371e-05,0.00034796035682387277,0.00043374065744156636,0.00012799614865363314,0.0002571571686879616,0.0010670918687528507,0.0007324337256181143,0.0003055539856254387,0.0001210674455347225,0.00023942052955639446,6.288818099564112e-05,0.00017803350289883433,0.0002643018846959804,0.00039059318619809005,2.07960548134606e-05,0.00019213932799373254,3.420893820963223e-05,6.8693281992339e-05,0.0001336634699300315,0.0003027551957759847,5.9429843378661e-05,5.878688628131859e-05
otu_1016,0.00011451165056145593,0.0004626996040397465,0.00013251178496093686,2.1442803984357177e-05,6.359752462874703e-05,0.000841268633572697,3.6996722715031215e-05,5.983173834515754e-05,0.00018332616084716608,0.000218991204811478,0.00019980192332908132,9.067178545644495e-05,0.00013220149676345264,8.33674103116963e-05,5.447700126154306e-06,0.00011540259546901912,5.8098494635608594e-05,0.00016473277599660674,0.00013649642377203325,0.0002327523692095046,4.341400382298537e-05,3.7641633027711366e-05,0.00033372420835531003,3.344607159648858e-05,6.877586009566321e-05,3.7212679612734824e-05,6.764288587612845e-05,0.0002084003137506951,0.00022084262716398127,5.274308672616537e-05
otu_1017,3.1398605637565096e-05,4.241470232501603e-05,2.7589871007294697e-05,0.00025394410983840566,0.00012050921086579148,5.6512487930553326e-05,0.0008053386148761828,0.00029857039345825676,0.00014483930398797521,0.0002772215072124338,0.00017621372430484433,0.00044372194296530784,5.315860814139817e-05,4.9413628290973504e-05,0.0005347474706707052,0.0002201738187977834,0.0002883810035020669,0.00031476934984553926,0.00018544161460758792,0.0002952109897578498,0.00021605229875577793,0.00013241514687038474,0.0001719152006895604,0.0009875343796386304,0.00016119194581571233,0.00019104713298032924,6.328280250735913e-05,0.0001268652483617523,0.00017596928869506636,0.0005131687238267079
otu_1018,4.3346491985550066e-05,0.0003568312811187246,0.00023634090713306344,4.089856345434784e-05,6.457094186650005e-05,0.0002427338495684132,2.5954723347718894e-05,0.0003245916477241921,0.0002462504503212722,7.015524596396181e-05,4.70522037545352e-05,0.00034059587035211575,0.0001213675310350901,0.0001842883227304188,5.537880210460043e-05,5.28679116784635e-05,0.00024080954046363636,0.0005275061696818067,0.00015897584885179818,0.0002635781942716449,9.657128752165927e-05,0.0004153915885772722,0.0003052983076158943,6.738476644692851e-05,4.2346702370429e-05,0.0001918135043863744,9.882523701071744e-05,0.00023168729972564652,0.000138306711937755,0.0001072137725996251
otu_1019,5.0011174857957784e-05,0.00014227831390082495,4.705577350116157e-05,0.00020263707502941677,4.7412279800343044e-05,0.0005607230775710166,0.0003771263648031943,0.00026149635183511725,8.869993389079751e-05,0.00013419061377689602,0.00020162044334214746,0.00021847073242899347,0.00013246019032236606,3.7101599136723194e-05,0.00016288687620760755,0.00019373793876150997,0.0001071066115358627,9.052205467696672e-05,0.00026761164573773375,0.00030550796779571016,0.0005111918172292393,0.00014616586818925017,0.00030319349589249444,0.0001581117220148673,0.0010665161990209796,2.2084438514658746e-05,0.00047005006275115227,6.011873875372503e-05,0.00014506127386676936,0.0002921815876865976
otu_1020,0.0002666305714574414,7.109997796890099e-05,4.790909506356074e-05,5.335768898286145e-05,0.0002501338495477325,6.004662391892459e-05,0.0003143781411072692,6.4289949873905e-05,0.0015979559984855521,6.901557402238062e-05,0.0002069686704496581,0.00016948964439083425,7.144869053322436e-05,7.97062752471919e-05,0.00019672309884788858,0.00010145380401201363,0.00016934173995024338,0.0003653041883940254,0.00021847513145324367,7.032703769634761e-05,0.0002022488276572967,0.00022425583599059134,0.00011458526401966105,0.001545292658405181,0.0005586314249603446,9.392477493513186e-05,0.00013977831667164468,0.00032271528885019713,7.702873404185098e-05,3.1244004409561394e-05
otu_1021,6.0350901342822404e-05,0.00023151065612670414,4.6411777884280034e-05,0.0006997795129493519,0.00021210986447128013,4.257674377687065e-05,0.00014846330906374692,4.75735601554038e-05,3.587391237087357e-05,6.194204101295559e-05,4.253321846758269e-05,0.0001221600306792486,0.0007705392624510963,0.00041653398218588944,6.262752522308106e-05,0.0008292254700928954,0.00011826495224565976,4.388592064707005e-05,4.008156500140531e-05,0.0001453812468372135,6.071535863421099e-05,0.00025895972302972226,0.000185897027383598,0.00014978908751503105,0.0001487631172898619,0.00013200277245326074,0.0018006199106394424,0.0004381313626939939,6.264647755208937e-05,7.614607436736966e-05
otu_1022,5.428161499737571e-05,0.0007727917098690774,7.48904856858827e-05,0.00036037031573213325,0.00015136476038572476,0.0004642273181405834,4.0196441065544425e-06,0.00023233376577095371,0.00016245044019523323,1.4541622409755117e-05,4.017190925803252e-05,0.0002112245362855899,0.00034347838007024755,2.7287418046254753e-05,0.00014689748668736117,4.9594634466299384e-05,4.360259991551901e-05,0.00016129626647962445,0.0003090227627390354,3.471435722070978e-05,0.00021221016627668562,0.0004434719302481768,3.36141517129375e-05,0.00032995080987444016,8.876504623705549e-05,0.000156779882954621,6.754720710544478e-05,0.0001157544130266281,0.00024893083349355983,7.398269140896145e-05
otu_1023,2.3223267060159314e-05,7.664115398506831e-05,9.119905564359067e-05,0.0005792429118097509,0.00012976806855107364,0.000456184215332856,0.0002614464512784643,0.00010036868411382794,0.00016604836224766635,0.0004932359828679833,5.156137096836131e-05,0.00011111146805267786,4.174121838617432e-05,0.0003041434388775404,3.799803067954238e-05,7.532735892286324e-05,6.021343239225152e-05,6.209506704801034e-05,0.00027779019625043125,0.00030075085505252723,0.0006393147198478681,0.00023222411574491553,0.000251158636321611,0.00010270874773770787,0.0005144030144710198,0.00033763191728907865,9.530784821751153e-05,0.0001956920221893203,0.00017833141596365406,9.710909859322722e-05
otu_1024,6.122662541623723e-05,5.624659102680862e-05,0.00023608114994976806,9.647650947715411e-05,0.0003243469834565352,5.361679946884117e-05,0.00010012388667483623,3.749346765215663e-05,0.0002530300615780477,8.050366676412067e-05,0.00024168195515174312,0.0002681348909090612,0.0001490893988790415,5.065396560292416e-05,1.5256162745192503e-05,0.0006506656684789268,1.0520828875475706e-05,0.000163313607751858,2.571244581891088e-05,0.00022377190276636603,6.751474063194929e-05,0.00022194762490919176,8.425451172660015e-05,0.0001743811192398602,3.126638878017419e-05,6.414902003916595e-05,3.885184453405973e-05,3.318575107757635e-05,6.330376061070212e-05,0.0007082026148511158
otu_1025,0.0001170324770497697,0.00028020674552963767,3.868324971931509e-05,0.0002330464880574569,9.31672950331797e-05,0.00016856459293177395,0.0006130685311839622,0.00017037328664397337,0.00012010838813600092,0.00028314859523296594,0.00020437347425131735,4.5446546488509066e-05,0.00037215548310086356,0.00027423855730987224,0.0009515195087475281,0.00010480598942053575,9.974280766633723e-05,0.00014281165254101182,5.456138084693287e-05,8.067378788670051e-05,0.00011950631533849653,0.00011167481659428734,0.00024755466050800076,0.002021408222373689,9.066946855887687e-05,0.00027407553343121666,0.00010132157031490206,0.0001446631344990751,4.654335418719612e-05,0.0002278201110729159
otu_1026,0.00015296722551542852,0.0001733730067885255,0.00024114461367406723,7.625687773562016e-05,9.98065668537142e-05,0.00029131715402342604,0.0002798739954330828,9.520917510898659e-05,6.333048832478953e-05,6.254320918986038e-05,7.245400194847935e-05,8.865025900692114e-05,0.00016618646989465574,0.0002603805789727516,0.000144608069528135,0.0007632397140366904,0.0001475799014013453,0.0001476986851398517,4.682528745282823e-05,0.0002531927414029451,7.277272865917678e-05,6.901870365824889e-05,0.0002996934352843727,0.0002686167650950471,3.040993955964979e-05,0.0005720769334173335,7.985500423613325e-05,0.0001432070029551935,0.0004918836465886127,8.125275956736518e-05
otu_1027,0.00021927142309769977,0.00031481220842805035,0.00010652676189492808,0.000869801969452916,3.5828634613150966e-05,0.00010384623961663408,5.852087694524196e-05,0.0001005815258349568,8.429233198903419e-05,2.2859015113639113e-05,0.0005864268019947907,4.2910301629992495e-05,2.307388641218056e-05,0.00022450728592008544,3.115852229980728e-05,6.758554070388084e-05,9.279459067761147e-05,0.00010861828611166626,3.86214406219818e-05,0.0014433391070270156,0.00022921812589447532,0.00010078168717704116,0.0001355637392042831,0.00016285545877897837,8.467437967417727e-05,0.0002705419999922595,7.128782776727161e-05,1.543615407247554e-05,0.00016873529650335894,7.306226782589045e-05
otu_1028,3.17782719896873e-05,5.6505108817379724e-05,0.0001969536906520656,0.00016109067188077865,0.00010373939039774704,0.00012945190945873506,5.19879867658498e-05,0.0002243018231934306,7.219953145412301e-05,0.000539948270730602,0.00014704190541424273,0.0003676859938701832,7.845210930116015e-05,0.00022784281426867234,0.0002154724123074821,0.00012605930918669673,0.0002549044542154371,3.235613719969739e-05,0.0008773998980272537,0.00030813232863642436,2.4148784868322007e-05,0.00016244846707391615,0.000538540972794885,0.00020517762798000054,6.631288721815105e-05,4.9041615618513835e-05,4.651505014362441e-05,9.889267079871027e-05,0.00021192985100932117,0.00014295531220939763
otu_1029,5.997435078239506e-05,0.00010754141220598615,7.317212550097887e-05,0.00011027649246803135,0.00013767249975092267,9.952753489922929e-05,0.00013438592031757393,0.00017488848039193508,0.00014399780099190178,0.0001276542661789057,0.00012890209364205667,0.00016854480708285212,0.00024989187745030786,0.00019427323155487203,0.00017343417352709233,0.00020835853657557506,8.446651360344528e-05,9.789842218530435e-05,0.0004462404321114708,0.00016916727810382986,0.00010914753109996352,8.324386793379862e-05,7.70101414157954e-05,8.242561878965997e-05,0.00014836238756461934,2.3882151967617743e-05,5.474183204867648e-05,7.352463995828494e-05,0.000250558468843399,9.232730768673014e-05
otu_1030,0.00015289968829884773,6.3191150232655e-05,0.0001600569132312092,5.832324726477081e-05,0.00025764234761627874,0.0001118281701469488,3.001743078951792e-05,0.0003985824535871492,0.00018154421646811368,7.988396302566498e-05,9.662138203884324e-05,8.901147806267444e-05,8.854831722832276e-05,0.000521639909976954,0.00026595567835378055,2.4976743957789327e-05,0.0006784463383073553,0.00012969726399385191,9.927570088547095e-05,0.00013676092421720855,0.00018026833128712865,5.702726027292493e-05,0.00012694097348211027,8.308719216540295e-05,9.072421548361291e-05,0.00038119090323298705,1.5372135499234464e-05,0.000297513179259462,6.581926784715253e-05,0.00012578554981291628
otu_1031,0.0001144374660738394,5.4920093944255345e-05,0.00014652582205822306,8.997046747224073e-05,0.00012546874201953964,0.00016175270691942245,4.640944255476584e-05,0.00011177355594705017,7.019660002480906e-05,0.00011675365566857573,5.01304154898661e-05,0.00025768277951081626,0.000678622134807338,9.958903761164298e-05,0.0007708223148269336,0.00035986833771870544,0.00011513225703635854,0.0003075829797346902,0.0002525883579934026,0.0003158602310281124,0.0006270090581555093,0.0014794862027970076,9.968374307130636e-05,0.00016790280473002135,5.0408049869425e-05,0.00035898015264721036,0.00024147478268032822,0.0004429253456857858,0.0003903355281833492,9.349583785040227e-05
otu_1032,0.00025773934206520976,9.932734925116842e-05,0.0002003989916518811,0.0003775354783526169,0.0005081674873509652,0.00035701104812492523,0.00038991794858114125,0.0002603515470293427,3.171398387957584e-05,9.737512773044904e-05,6.822221830321678e-05,0.00027448407319237336,8.793917244460097e-05,0.00015664943580860887,0.00026014834996193853,0.00044405259609066853,0.0009034348813800457,0.00010503151058040866,0.00010513913157096015,0.0009159810549633261,2.222805663326657e-05,0.000461543165293363,0.00010564129430141606,0.0005289063197362184,0.00017814629556763256,0.00010176066801400311,0.0003883052195151964,0.0003963926754462265,0.0001494377255149088,0.0004118661693201095
otu_1033,0.0002588477615608343,3.9460167612074886e-05,0.0001330653526586844,0.00014375295946763943,9.093455508293935e-05,0.0006921210332789593,0.00013399264741400323,8.132913095984955e-05,0.0003295273809605259,0.0005203386587583779,0.00018638066370531763,0.00043247740251868,0.00021010075571339595,0.0003170879422060562,0.00016510386046666246,0.0002536413010733515,0.0010521054124940155,0.00011307851785107241,0.00014345421992873424,0.0004396093153936129,5.02962582036981e-05,0.00017193446886490588,3.5957914625620386e-05,0.00034459247680978584,0.0001851692016980437,0.00010005614834463327,0.0008942123988405728,9.330320857033038e-05,4.45813752482261e-05,0.0035928278043706715
otu_1034,0.0002045883607682853,0.00012477390203814706,0.0006085268496455716,7.324311595558334e-05,0.0005888521103053668,0.0002300566326733382,2.4596931101696273e-05,0.00014122647160666002,7.522323290290915e-05,6.277786014651888e-05,0.00014088203764469243,0.00015807729395621425,8.087853274600281e-05,0.00011276528911252585,0.00019453703892225731,0.00033024488202423397,4.5871024170765075e-05,6.987693572691782e-05,0.00034442820893785815,9.810777670577632e-05,0.0003781705955648002,0.00018332290310944154,0.0002829760686192386,0.00011211448632269646,0.00020507158060677848,0.0002491941302017045,2.5012299071911957e-05,0.00011002065923572931,0.0001327725010523685,0.0003118500902562375
otu_1035,0.00010179381669245892,9.799092507223118e-05,0.00012244754987245408,9.012336703469138e-05,8.479679983542579e-05,0.0004590171461306279,5.6785675644279964e-05,4.797951918554991e-05,7.834080037947355e-05,4.579222934094518e-05,0.00012840512506284203,0.0001601485147251043,0.00018558962292640339,0.0005126078121185253,0.00011944125531478307,0.00013239607211815917,0.0008142916079204208,0.0002798986828721999,0.00014040324445802353,0.0008991249887841441,0.0005683551580767057,1.9349317270416486e-05,0.00015427956125544916,0.0002871784875044103,0.0001424811138171166,6.574998266382878e-05,2.2976897856544774e-05,0.00044773603239457076,6.452179867055813e-05,0.00020300441154318092
otu_1036,0.00013589994335474388,0.00025938211965125733,0.000141103843818434,6.220011534564241e-05,0.00029056920877467064,1.945331719428221e-05,3.6961381304253194e-05,0.00026860961762240754,0.0001949394028461279,4.8370133262205584e-05,6.998060326815275e-05,0.00016665666354194288,0.0003017428512524457,0.0002871027489304732,2.9041698234836576e-05,0.0003940682759855871,0.00018659780642824053,7.193150751887491e-05,2.9026231201506958e-05,9.981517195003378e-05,5.72831899579095e-05,0.000213369755010548,9.457170359116593e-05,0.00010954605561860499,0.0004402550504189105,8.204238755504315e-05,4.9031051473503145e-05,0.00024154684376283516,0.00011357112136259574,3.8635061413821055e-05
otu_1037,0.00025100994221569295,0.0003731390892774907,0.00018289148229328267,8.717101407289569e-05,4.1523982002296816e-05,0.0002130802399740128,5.92204403621593e-05,0.00016335964189778082,2.6950558805375227e-05,0.00017734225651201913,0.00037333650636267617,0.00044513855722614184,0.0004408001265105489,7.437038050795782e-05,0.0005158573893895175,6.827993123860465e-05,9.890113411824439e-05,0.0004113843668975304,0.0003092737146986607,0.00040370059613567853,0.0003461561712277214,0.0004850755396701336,7.220526621117598e-05,3.0037049868600213e-05,0.00020547175133543382,0.00022830121863562776,2.342041599723855e-05,0.00010263759932530155,0.0002652552068749517,0.00012990911850948247
otu_1038,0.00011841796554818671,0.00012256934063790213,0.0002542859816521137,0.0003173530501553957,4.754034520766943e-05,0.0003770928158264439,0.0005960648279020463,5.686595775378958e-05,3.032095491513455e-05,0.0002593211174940051,6.473915064206225e-05,0.0007653414085946214,2.8195085621854865e-05,0.000294151210751055,2.955343515213765e-05,2.3565411258707708e-05,0.00010055021815865425,8.936231617722468e-05,0.001276597298649138,6.406779646363765e-05,0.00019431652946858943,2.2226531227093053e-05,4.894905634433188e-05,1.3312245963653117e-05,0.0001326993756743573,1.1667395073507167e-05,0.00035938128481286284,9.650161686365621e-05,0.00014987667277551532,5.245292450144806e-05
otu_1039,2.4158634428805523e-05,0.000345933987219612,5.4331479496720147e-05,0.0002619865793998506,8.564986662143914e-06,0.00011587149697462451,5.181756467547467e-05,0.00019020305300215478,0.00031058508592133433,7.261314228660142e-05,0.00010047612346143429,0.0005463571494891726,0.0001300504878501975,7.6907611846242e-05,0.00023282164567935807,0.00011749231914685332,0.0003480319504656786,7.072108801849565e-05,0.0001254371522616623,0.0003791197956650524,0.0008323141780987644,0.00012234764773347417,7.033225818503573e-05,3.874170925004747e-05,0.00013128348177104707,6.964437155965931e-05,0.0001454780715491575,0.0002008940711285487,5.214193775089803e-05,0.0001085082238965942
otu_1040,0.000674822717365853,3.242168941359366e-05,0.00020718919971974471,0.0001352663139298947,2.4130783932399072e-05,0.00010852432822178011,0.0004445433074320134,3.6080901170443634e-05,0.00016387692488264454,0.00011431536936548658,0.0001111948040492152,0.00022425281294710347,5.508929674354551e-05,0.00012397335884627644,0.00012402706727384768,4.857609936951185e-05,9.718550373167093e-05,0.00013489150516837989,1.6464229538052726e-05,1.9840833207697464e-05,0.0003462196735871152,0.00010945652573868524,0.00036051129871744584,3.507249465339171e-05,0.0008087616285982936,0.00036495158520131045,0.00030168843395201423,0.00020902582514626756,0.00021549037983323668,0.00033150788199542676
otu_1041,0.00014468785690604764,0.0010379645623550642,0.00012419643362409792,3.7386514650316827e-05,5.1256759910685984e-05,7.463807688760358e-05,0.00019451601659507215,0.00028531809348090315,0.0011002555054837175,0.0002672803336952709,0.0002240032778339279,0.00015977564534845764,0.001560392047640168,0.0007574119023143522,0.00016653021982699734,0.00011056578810565823,0.00033630219401597106,4.503620805865606e-05,0.0006023170635850777,0.00012747708150422175,8.416337374203203e-05,1.436866964415204e-05,0.0002982534683971268,8.62854084842111e-05,0.0015096042796185734,9.722849171280262e-05,0.0001430037704994116,0.00013762198676436368,8.486755466169183e-05,0.0002445921937446585
